FOG	HOG	Parent	rgm	sai	spo	ncr	tre	ang	lst	yli	arx	nfu	aru	pta	ppa	kcp	car	opm	dbx	pme	pku	bin	mbi	mgu	dha	pic	spa	wan	cut	hva	kla	lth	zro	sce	vpo
FOG14823	HOG10609							ang|A2QIJ5																											
FOG14824	HOG10610							ang|A2QAG3																											
FOG14825	HOG10611																															lth|lth_AYbRAH_00818		sce|Q08110	
FOG14826	HOG10612							ang|A2R5D0																											
FOG14827	HOG10613																														kla|Q6CVP4	lth|C5E2I4	zro|C5E1M0	sce|P41817	vpo|A7TEK4
FOG14828	HOG10614				spo|Q1K9B6																														
FOG14829	HOG10615					ncr|Q7S318	tre|G0RIZ9	ang|A2QZD8																											
FOG14830	HOG10616							ang|A2QTP7																											
FOG14831	HOG10617					ncr|Q7RW35	tre|G0RLK1																												
FOG14832	HOG10618																															lth|lth_AYbRAH_00044		sce|P09007;sce|Q02710	
FOG14833	HOG10619				spo|Q9HGL1											kcp|W6MS28									dha|Q6BSS3	pic|A3GHB9		wan|A0A1E3PAA6	cut|A0A1E4S9L1			lth|C5DB83;lth|C5DGZ8			
FOG14834	HOG10620				spo|O13800																														
FOG14835	HOG10621					ncr|A7UW03	tre|G0RQ90	ang|A2QN61																											
FOG14836	HOG10622							ang|A2Q8K4																											
FOG14837	HOG10623							ang|A2QME4																											
FOG14838	HOG10624					ncr|Q7S5L8																													
FOG14839	HOG10625																															lth|lth_AYbRAH_00897		sce|Q12134	
FOG14840	HOG10626			sai|UPI000618EABD	spo|Q09787																														
FOG14841	HOG10627						tre|G0R8Q8																												
FOG14842	HOG10628							ang|A2QZD4																											
FOG14843	HOG10629					ncr|Q7SAQ9	tre|G0RBF7																												
FOG14844	HOG10630		rgm|A0A194SA04	sai|UPI00086733AC	spo|O94637	ncr|Q7S745	tre|G0RV14	ang|A2R4M2	lst|A0A1E3QGC0	yli|Q6CCZ5	arx|A0A060THC2	nfu|A0A1E3PN05	aru|A0A1D2VHE7	pta|A0A1E4TZN3	ppa|C4QZL2	kcp|W6MTR9	car|A0A1E4SUC1	opm|W1QE34	dbx|Dekbr2_45153	pme|A0A1E3NF43	pku|A0A099NXL9	bin|A0A1E3QHJ5	mbi|A0A1A0H5K5	mgu|A5DHP9	dha|Q6BNC5	pic|A3LS68	spa|G3AE07	wan|A0A1E3P040	cut|A0A1E4RZ89	hva|A0A1B7TKC2	kla|Q6CJ48	lth|C5DIW1	zro|C5DV45	sce|P36132	vpo|A7THX2
FOG14845	HOG10631						tre|G0RRM4																												
FOG14846	HOG10632					ncr|Q1K571	tre|G0RL87	ang|A2QTI9																											
FOG14847	HOG10633					ncr|Q7RX53																													
FOG14848	HOG10634					ncr|Q7SFJ2;ncr|V5IQK9																													
FOG14849	HOG10635			sai|UPI000618F463	spo|O60016	ncr|Q8X225	tre|G0RU80	ang|A2QQQ8																											
FOG14850	HOG10636		rgm|A0A0P9F117	sai|UPI000867FE53	spo|O94431	ncr|A7UX13	tre|G0RE89;tre|G0RTY6	ang|A2QC24;ang|A2QL14	lst|A0A1E3PWH5	yli|Q6C6I5;yli|Q6CE24	arx|A0A060T497	nfu|A0A1E3PM03	aru|A0A1D2VCU0	pta|A0A1E4TVQ6	ppa|C4R6Z6	kcp|W6MK23	car|A0A1E4T3Z4	opm|W1QJE2	dbx|Dekbr2_51092			bin|A0A1E3QK63;bin|A0A1E3QMS3	mbi|A0A1A0HA08	mgu|A5DB60;mgu|A5DBM0	dha|Q6BRU5;dha|Q6BSJ4	pic|A3LX34;pic|A3M0E3	spa|G3AEZ1	wan|A0A1E3NWW4;wan|A0A1E3P5L2		hva|A0A1B7TAW7	kla|Q6CIW5	lth|C5DG07	zro|C5DUQ1		
FOG14851	HOG10637							ang|A2QSW3;ang|A2QX41																											
FOG14852	HOG10638					ncr|Q7SGR6	tre|G0RMU7	ang|A2QSD4																											
FOG14853	HOG10639						tre|G0RHY0	ang|A2RB69																											
FOG14854	HOG10640					ncr|V5IQ59																													
FOG14855	HOG10641									yli|Q6C1G1	arx|A0A060T9N2		aru|A0A1D2VBW0		ppa|C4R9D1	kcp|W6ML33		opm|W1QIY6				bin|A0A1E3QVG1	mbi|A0A1A0HJK9	mgu|A5DLG5	dha|Q6BXF0	pic|A3LVN9	spa|G3APU1	wan|A0A1E3P384				lth|C5DGS6	zro|C5E4H9	sce|P50104	
FOG14856	HOG10642							ang|A2QVF8;ang|A2QYL4																											
FOG14857	HOG10643																																	sce|P38343	
FOG14858	HOG10644																															lth|lth_AYbRAH_01020		sce|P38220	
FOG14859	HOG10645																																	sce|P53325	
FOG14860	HOG10646																																	sce|P53132	
FOG14861	HOG10647																															lth|C5DIX1	zro|C5DPP2	sce|Q12489	
FOG14862	HOG10648																															lth|lth_AYbRAH_00873	zro|zro_AYbRAH_00065;zro|zro_AYbRAH_00092;zro|zro_AYbRAH_00145	sce|Q3E813	
FOG14863	HOG10649																															lth|lth_AYbRAH_00573		sce|Q3E7Y9	
FOG14864	HOG10650							ang|A2R018																											
FOG14865	HOG10651																															lth|lth_AYbRAH_00075		sce|P36072	
FOG14866	HOG10652					ncr|Q7S812																													
FOG14867	HOG10653					ncr|Q7S119																													
FOG14868	HOG10654						tre|G0RS10																												
FOG14869	HOG10655							ang|A2QK31																											
FOG14870	HOG10656							ang|A2R607																											
FOG14871	HOG10657					ncr|Q1K6F6	tre|G0RM54	ang|A2R3Q0																											
FOG14872	HOG10658			sai|UPI000867F5FF	spo|O13725	ncr|Q7SGL3	tre|G0RTM1	ang|A2QGV3	lst|A0A1E3PZP8	yli|Q6CDL0	arx|A0A060TD57	nfu|A0A1E3PJG1	aru|A0A1D2VAN1	pta|A0A1E4TUU4	ppa|C4R654	kcp|W6MFJ7	car|A0A1E4SZN2	opm|W1QA21	dbx|Dekbr2_4089	pme|A0A1E3NI21	pku|A0A099P7P4	bin|A0A1E3QYZ2	mbi|A0A1A0H8C1	mgu|A5DCZ5	dha|Q6BVI9	pic|A3LR70	spa|G3AF51	wan|A0A1E3NUM0	cut|A0A1E4S881	hva|A0A1B7TD85	kla|Q6CJ77	lth|C5DD19	zro|C5DTP5	sce|P40165	vpo|A7TRU2
FOG14873	HOG10659							ang|A2R0V4																											
FOG14874	HOG10660							ang|A2QJ25;ang|A2QKX6																											
FOG14875	HOG10661					ncr|Q7SHD2																													
FOG14876	HOG10662					ncr|Q1K627	tre|G0R9W6																												
FOG14877	HOG10663			sai|UPI00086801DE				ang|A2QYS5																											
FOG14878	HOG10664		rgm|A0A0P9EMR1	sai|UPI0008680EA8	spo|O14241	ncr|V5IQ94	tre|G0RE48	ang|A2Q8T6	lst|A0A1E3QF16	yli|Q6CHZ7	arx|A0A060T374	nfu|A0A1E3PPS5	aru|A0A1D2VPQ8	pta|A0A1E4TVZ8	ppa|C4R6K2	kcp|W6MI01	car|A0A1E4T5A1	opm|W1QG39	dbx|Dekbr2_47626	pme|A0A1E3NQ52	pku|A0A099P2Y2	bin|A0A1E3QIW4	mbi|A0A1A0HKY4	mgu|A5DLL1	dha|Q6BUS1	pic|A3GFR5	spa|G3AGF3	wan|A0A1E3P5D7	cut|A0A1E4RU17	hva|A0A1B7TAF5	kla|Q6CKZ0	lth|C5DC13	zro|C5DVM6	sce|P53731	vpo|A7TSU0
FOG14879	HOG10665							ang|A2QZK9;ang|A2QZX0																											
FOG14880	HOG10666							ang|A2QI96																											
FOG14881	HOG10667							ang|A2QBW0;ang|A2R794			arx|A0A060TAE2																								
FOG14882	HOG10668						tre|G0RHC2																												
FOG14883	HOG10669					ncr|Q7SBK8																													
FOG14884	HOG10670		rgm|A0A194S1I2	sai|UPI000618DBFB	spo|O60080	ncr|Q7S6F3	tre|G0RFA9	ang|A2QCW6	lst|A0A1E3QF48	yli|Q6BZR4	arx|A0A060TBG4	nfu|A0A1E3PQF4	aru|A0A1D2VF76	pta|A0A1E4U2Q4	ppa|C4R802	kcp|W6MPM3	car|A0A1E4T8S4	opm|W1QKQ8	dbx|Dekbr2_25186	pme|A0A1E3NKI5	pku|A0A099NWR6	bin|A0A1E3QXQ0	mbi|A0A1A0HIE7	mgu|A5DC85	dha|Q6BLM5	pic|A3LV40	spa|G3AU22	wan|A0A1E3P8D6	cut|A0A1E4S243	hva|A0A1B7SDS9	kla|Q6CUI6	lth|C5DN97	zro|C5DWF3	sce|Q06218	vpo|A7TPC9
FOG14885	HOG10671							ang|A2QQT9																											
FOG14886	HOG10672							ang|A2QBL4																											
FOG14887	HOG10673		rgm|A0A194S8T2	sai|UPI000618E161	spo|O14023	ncr|Q1K825	tre|G0RQT4	ang|A2R9J6	lst|A0A1E3Q3E8	yli|Q6CEV3	arx|A0A060TFA1	nfu|A0A1E3PS60	aru|A0A1D2VRX8	pta|A0A1E4U061	ppa|C4R6U9	kcp|W6MGQ7	car|A0A1E4SY51	opm|W1QG70	dbx|Dekbr2_4610	pme|A0A1E3NLU9	pku|A0A099NQK5;pku|A0A099P0S5	bin|A0A1E3QQ17	mbi|A0A1A0HJG7	mgu|A5DBD3	dha|Q6BRJ6	pic|A3LPZ7	spa|G3ARA2	wan|A0A1E3P1Z3	cut|A0A1E4RX52	hva|A0A1B7T8T2	kla|Q6CM09	lth|C5DIJ7	zro|C5DP18	sce|Q02908	vpo|A7TLI8
FOG14888	HOG10674					ncr|Q7S136																													
FOG14889	HOG10675		rgm|A0A0P9EIX5	sai|UPI000867C47B	spo|O94544	ncr|Q7S785	tre|G0RM29	ang|A2QKF8		yli|Q6C3E5	arx|A0A060T0L8	nfu|A0A1E3PF93;nfu|A0A1E3PRF2	aru|A0A1D2VI37	pta|A0A1E4TNM9	ppa|C4R0U3	kcp|W6MS17	car|A0A1E4T4R2	opm|W1Q8F9	dbx|Dekbr2_41336	pme|A0A1E3NHG8	pku|A0A099P199	bin|A0A1E3QWK8	mbi|A0A1A0HBU5	mgu|A5DGF3;mgu|A5DME6	dha|Q6BHV9;dha|Q6BW21	pic|A3LQI7;pic|A3LRX6	spa|G3AQ27;spa|G3AT86	wan|A0A1E3NX78	cut|A0A1E4S2M9	hva|A0A1B7TDZ0	kla|Q6CLD3	lth|lth_AYbRAH_00639	zro|C5DUZ2	sce|Q10740	vpo|A7THG7
FOG14890	HOG10676					ncr|Q7S3X4																													
FOG14891	HOG10677							ang|A2R3L2																											
FOG14892	HOG10678		rgm|A0A0P9EV97;rgm|A0A194S750;rgm|A0A194S917;rgm|A0A194SCK9	sai|UPI0008671E4F		ncr|Q7SF43	tre|G0RXI7		lst|A0A1E3PUU3																										
FOG14893	HOG10679							ang|A2R9J2																											
FOG14894	HOG10680																																	sce|Q08416	vpo|A7TPZ7
FOG14895	HOG10681						tre|G0RR98																												
FOG14896	HOG10682																															lth|lth_AYbRAH_00507		sce|Q3E7A2	
FOG14897	HOG10683																															lth|lth_AYbRAH_00257		sce|P32450	
FOG14898	HOG10684				spo|Q10486																														
FOG14899	HOG10685					ncr|Q1K672																													
FOG14900	HOG10686				spo|O74317																														
FOG14901	HOG10687						tre|G0R808																		dha|Q6BKG2										
FOG14902	HOG10688							ang|A2QXJ5																											
FOG14903	HOG10689							ang|A2QL71																											
FOG14904	HOG10690																															lth|lth_AYbRAH_00874		sce|Q8TGN9	
FOG14905	HOG10691					ncr|Q7SAZ0																													
FOG14906	HOG10692					ncr|V5ILQ4																													
FOG14907	HOG10693																						mbi|mbi_AYbRAH_00118	mgu|A5DNR7	dha|Q6BTB5	pic|A3LMZ8	spa|G3AKA4								
FOG14908	HOG10694		rgm|A0A194S4N3	sai|UPI0008669CCB	spo|Q8TFH8	ncr|Q7S8U0	tre|G0RB48	ang|A2QJY9	lst|A0A1E3Q1M6	yli|Q6C7N6	arx|A0A060TEM7	nfu|A0A1E3PI04	aru|A0A1D2VH80	pta|A0A1E4U2Y5	ppa|C4R8U8	kcp|W6MF92	car|A0A1E4SV08	opm|W1Q9K4	dbx|Dekbr2_23810	pme|A0A1E3NIS8	pku|A0A099P554	bin|A0A1E3QWD8	mbi|A0A1A0H872	mgu|A5DNT1	dha|Q6BZH4	pic|A3LN22	spa|G3AK90	wan|A0A1E3P8J5	cut|A0A1E4RTL2		kla|Q6CP48	lth|C5DGT8	zro|C5E4J0	sce|Q04370	vpo|A7TMC9
FOG14909	HOG10695					ncr|Q7S8D1																													
FOG14910	HOG10696						tre|G0RF32																												
FOG14911	HOG10697		rgm|A0A194S3A7	sai|UPI000618E778	spo|O13656	ncr|P24391	tre|G0R797	ang|A2R4F0	lst|A0A1E3Q517	yli|Q6BZS7	arx|A0A060TAG0	nfu|A0A1E3PNI4	aru|A0A1D2VAG0	pta|A0A1E4TRW6	ppa|C4R7R5	kcp|W6MLP1	car|A0A1E4SVJ6	opm|W1Q9C4	dbx|Dekbr2_24997	pme|A0A1E3NSH5	pku|A0A099P052	bin|A0A1E3QZD7	mbi|A0A1A0HDS3	mgu|A5DN27	dha|Q6BSB1	pic|A3LPD0	spa|G3AV05	wan|A0A1E3NZ11	cut|A0A1E4RV51	hva|A0A1B7TG23	kla|Q6CL24	lth|C5DBW3	zro|C5DT45	sce|P23644	vpo|A7TK14
FOG14912	HOG10698						tre|G0RCC4																												
FOG14913	HOG10699							ang|A2R4D2																											
FOG14914	HOG10700							ang|A2QF17							ppa|C4R569																				
FOG14915	HOG10701																														kla|Q6CIX6	lth|C5E391	zro|C5E4F8	sce|P43596	vpo|A7TRC1
FOG14916	HOG10702						tre|G0RVV5																												
FOG14917	HOG10703			sai|UPI000866D17B					lst|A0A1E3QA92		arx|A0A060TF12	nfu|A0A1E3PPE1		pta|A0A1E4TXW5									mbi|A0A1A0H537	mgu|A5DLI2	dha|Q6BUU8	pic|A3LRB9	spa|G3AFA5	wan|A0A1E3P2P8	cut|A0A1E4S773		kla|Q6CTU7	lth|C5DF23	zro|C5DXT8	sce|Q12529	
FOG14918	HOG10704		rgm|A0A194SA43						lst|A0A1E3Q225				aru|A0A1D2VLC0	pta|A0A1E4U355		kcp|W6MY58	car|A0A1E4SWP1	opm|W1QD87	dbx|Dekbr2_28112			bin|A0A1E3QP24						wan|A0A1E3P352	cut|A0A1E4S2U5				zro|C5DRB8		
FOG14919	HOG10705						tre|G0RNW0																												
FOG14920	HOG10706				spo|O94378																														
FOG14921	HOG10707																															lth|lth_AYbRAH_00374;lth|lth_AYbRAH_00752		sce|P35193;sce|Q12292	
FOG14922	HOG10708					ncr|Q7S078																													
FOG14923	HOG10709						tre|G0RFV5	ang|A2QLX2																											
FOG14924	HOG10710		rgm|A0A194S184	sai|UPI00086798CC		ncr|Q7S1F5	tre|G0RF63	ang|A2Q9P3		yli|Q6C7K7	arx|A0A060T0P0																		cut|A0A1E4RTZ8						
FOG14925	HOG10711					ncr|Q7S1N4		ang|A2RAG6																											
FOG14926	HOG10712						tre|G0RA34																												
FOG14927	HOG10713					ncr|Q7RZQ5	tre|G0R827																												
FOG14928	HOG10714							ang|A2QWT0																											
FOG14929	HOG10715													pta|A0A1E4TUD8	ppa|C4R7F7							bin|A0A1E3QKV9	mbi|A0A1A0H8Z4	mgu|A5DM38	dha|Q6BI71		spa|G3AEV8	wan|A0A1E3P4W8							
FOG14930	HOG10716							ang|A5AB89																											
FOG14931	HOG10717																														kla|P05470				
FOG14932	HOG10718					ncr|Q7SEU4	tre|G0RAJ4																												
FOG14933	HOG10719																															lth|lth_AYbRAH_00506;lth|lth_AYbRAH_00922		sce|P0CX92;sce|P0CX93	
FOG14934	HOG10720					ncr|Q1K8Z6																													
FOG14935	HOG10721		rgm|A0A194S818	sai|UPI000868069D		ncr|Q1K535	tre|G0RJN9	ang|A2QDX1	lst|A0A1E3QDG8	yli|Q6C0J4	arx|A0A060TAB7																								
FOG14936	HOG10722																																	sce|Q45U48	
FOG14937	HOG10723						tre|G0RWV9																												
FOG14938	HOG10724				spo|Q9Y7P9																														
FOG14939	HOG10725					ncr|Q1K7V9	tre|G0R6Z9	ang|A2QGK1																											
FOG14940	HOG10726					ncr|Q7SHC0	tre|G0RFX4																												
FOG14941	HOG10727							ang|A2QR51																											
FOG14942	HOG10728						tre|G0RXL9																												
FOG14943	HOG10729				spo|O13791																														
FOG14944	HOG10730		rgm|A0A194SAH2	sai|UPI000618E2ED	spo|Q10282	ncr|F5HH30	tre|G0REH5	ang|A2RA66	lst|A0A1E3QFC9	yli|Q6C7F0	arx|A0A060T7U7	nfu|A0A1E3PRW0	aru|A0A1D2VKJ5	pta|A0A1E4TW23	ppa|C4QWE5	kcp|W6MSS7	car|A0A1E4SZG0	opm|W1QFR7	dbx|Dekbr2_47647	pme|A0A1E3NLW0	pku|A0A099P0P9	bin|A0A1E3QJ50	mbi|A0A1A0HDI1	mgu|A5DKQ1	dha|Q6BTS0	pic|A3LVU6	spa|G3AM97	wan|A0A1E3PAZ0	cut|A0A1E4S5W1	hva|A0A1B7TH46	kla|F2Z6D4	lth|C5DEV9	zro|C5DXM8	sce|P18851	vpo|A7TKQ9
FOG14945	HOG10731				spo|Q9US26																														
FOG14946	HOG10732		rgm|A0A0P9F8B3	sai|UPI000618E3BD			tre|G0RPE9		lst|A0A1E3Q336																										
FOG14947	HOG10733						tre|G0RDM6																												
FOG14948	HOG10734				spo|Q10443																														
FOG14949	HOG10735							ang|A2QL75																											
FOG14950	HOG10736							ang|A2QDS8			arx|A0A060T5D4;arx|A0A060T5H2																								
FOG14951	HOG10737																														kla|Q6CL31	lth|C5DBX0		sce|Q03695	
FOG14952	HOG10738		rgm|A0A194SAW6	sai|UPI000618E5E6		ncr|Q7S9N7	tre|G0RAT3	ang|A2QB37	lst|A0A1E3QE68	yli|Q6C9X6	arx|A0A060T9X8	nfu|A0A1E3PJA5		pta|A0A1E4TYC6	ppa|C4R817	kcp|W6MP16	car|A0A1E4T0V6	opm|W1Q6S2	dbx|Dekbr2_7193	pme|A0A1E3NEC6	pku|A0A099P3Z7	bin|A0A1E3QVZ7	mbi|A0A1A0H4P6	mgu|A5DJT0	dha|Q6BNI2			wan|A0A1E3P218	cut|A0A1E4S643			lth|C5DJZ6	zro|C5DVB8		
FOG14953	HOG10739					ncr|Q7SB99																													
FOG14954	HOG10740							ang|A2R663																											
FOG14955	HOG10741			sai|UPI000866860E									aru|A0A1D2VS99		ppa|C4R547	kcp|W6MRS4																			
FOG14956	HOG10742							ang|A2R8X6																											
FOG14957	HOG10743			sai|UPI000618D9C3;sai|UPI000618E6E4			tre|G0RGK4	ang|A2R086	lst|A0A1E3QB92																										
FOG14958	HOG10744							ang|A2R4L2																											
FOG14959	HOG10745						tre|G0RXG0																												
FOG14960	HOG10746					ncr|V5INR4;ncr|V5INY1																													
FOG14961	HOG10747							ang|A2R6Y2																											
FOG14962	HOG10748							ang|A2QQS7		yli|Q6C236;yli|Q6CGE2																									
FOG14963	HOG10749							ang|A2QZI7																											
FOG14964	HOG10750																																	sce|Q06267	
FOG14965	HOG10751		rgm|A0A0P9IVU5	sai|UPI0008677D89;sai|UPI000867F07F	spo|O74839	ncr|Q1K7D0	tre|G0RHT7	ang|A2R595																											
FOG14966	HOG10752			sai|UPI000866DC18		ncr|Q7SHR5	tre|G0RNQ5	ang|A2QI92	lst|A0A1E3Q6N9		arx|A0A060T979																								
FOG14967	HOG10753						tre|G0RVA8	ang|A2QSL8																											
FOG14968	HOG10754																															lth|lth_AYbRAH_00372		sce|Q8TGU6	
FOG14969	HOG10755																															lth|lth_AYbRAH_00458		sce|Q3E810	
FOG14970	HOG10756																							mgu|A5DD51											
FOG14971	HOG10757																															lth|lth_AYbRAH_00903		sce|P0C5R2	
FOG14972	HOG10758																															lth|lth_AYbRAH_00605		sce|P53181	
FOG14973	HOG10759									yli|Q6CGN5															dha|Q6BYG2									sce|P40159	vpo|A7TRU7
FOG14974	HOG10760																															lth|lth_AYbRAH_00271		sce|Q3E818	
FOG14975	HOG10761						tre|G0RAN6																												
FOG14976	HOG10762																							mgu|mgu_AYbRAH_00310	dha|A9RAG2										
FOG14977	HOG10763					ncr|Q7S5A4	tre|G0RIW8																												
FOG14978	HOG10764																														kla|Q6CRR7	lth|C5DEW8	zro|C5DXN7	sce|Q12044	vpo|A7TN32
FOG14979	HOG10765																														kla|B4UNA2	lth|C5E2S6	zro|C5DRT0	sce|P38957	vpo|A7TGA7
FOG14980	HOG10766				spo|Q9C115																														
FOG14981	HOG10767							ang|A2QDQ4																											
FOG14982	HOG10768					ncr|F5H936																													
FOG14983	HOG10769		rgm|A0A0N8Q041	sai|UPI000867D428	spo|Q9UTD1	ncr|Q7SGR2	tre|G0RK10	ang|A2Q8S1	lst|A0A1E3QFL0	yli|Q6C922	arx|A0A060SXH3	nfu|A0A1E3PJ97	aru|A0A1D2VQ98	pta|A0A1E4TT75	ppa|C4QWJ6	kcp|W6MUY0	car|A0A1E4SVT9	opm|W1QCM4	dbx|Dekbr2_34026	pme|A0A1E3NLH9	pku|A0A099NTP1;pku|A0A099NZA4	bin|A0A1E3QJL3	mbi|A0A1A0HD08	mgu|A5DCI0	dha|Q6BTT1	pic|A3LT53	spa|G3AM86	wan|A0A1E3P2L1	cut|A0A1E4RZU0	hva|A0A1B7TDK5	kla|Q6CKU1	lth|C5DG74	zro|C5DUL6	sce|Q06102	vpo|A7TDY4
FOG14984	HOG10770					ncr|Q1K5P9	tre|G0RLP8																												
FOG14985	HOG10771						tre|G0RPE1																												
FOG14986	HOG10772					ncr|Q7RX81																													
FOG14987	HOG10773									yli|Q6C5K2	arx|A0A060SXI6	nfu|A0A1E3PDW4	aru|A0A1D2VC27	pta|A0A1E4TSK5	ppa|C4R4J0	kcp|W6MNW0	car|A0A1E4SY50	opm|W1QDU9	dbx|Dekbr2_7610	pme|A0A1E3NNV0	pku|A0A099P116	bin|A0A1E3QTM1	mbi|A0A1A0HIP1	mgu|A5DQH1	dha|Q6BQ83	pic|A3GFY6	spa|G3AGM3	wan|A0A1E3NYV1	cut|A0A1E4RUJ0	hva|A0A1B7TE81	kla|Q6CTS4	lth|C5DM55	zro|C5E103	sce|Q06630	vpo|A7TJC6
FOG14988	HOG10774									yli|Q6CG34																									
FOG14989	HOG10775					ncr|Q7S593																													
FOG14990	HOG10776							ang|A2QDM5																											
FOG14991	HOG10777							ang|A2QIN9																											
FOG14992	HOG10778							ang|A2QNN9																											
FOG14993	HOG10779					ncr|Q7S069																													
FOG14994	HOG10780							ang|A2QJM5																											
FOG14995	HOG10781				spo|Q9HDU4	ncr|U9W3B1;ncr|U9W3G6	tre|G0RS19	ang|A2R6J0	lst|A0A1E3PWH4	yli|F2Z651	arx|A0A060T4J8			pta|A0A1E4TNG7					dbx|Dekbr2_26692				mbi|A0A1A0HGF9	mgu|A5DRG4	dha|Q6BVI5	pic|A3LR65	spa|G3AF31	wan|A0A1E3P9J5							
FOG14996	HOG10782					ncr|Q7S2S2																													
FOG14997	HOG10783							ang|A5AB27																											
FOG14998	HOG10784						tre|G0RV56																												
FOG14999	HOG10785							ang|A2QA26;ang|A2QUN2																		pic|A3LRP8									
FOG15000	HOG10786					ncr|Q7SBA5	tre|G0RJ36	ang|A2R966	lst|A0A1E3QCR4	yli|Q6C1T0	arx|A0A060TDB3		aru|A0A1D2VAS9			kcp|W6MPB2		opm|W1QDB8																	
FOG15001	HOG10787																										spa|G3AH71								
FOG15002	HOG10788																														kla|Q6CSN3				
FOG15003	HOG10789							ang|A2R303																											
FOG15004	HOG10790																												cut|A0A1E4RVZ5		kla|Q6CTS3	lth|C5DM56	zro|C5E102	sce|P38769	vpo|A7TJC5
FOG15005	HOG10791		rgm|A0A0P9ISR2	sai|UPI000866A53D	spo|Q9USY7	ncr|Q7RXS3	tre|G0REI5	ang|A2R3N0	lst|A0A1E3QDC9	yli|Q6C2D0	arx|A0A060T4X4	nfu|A0A1E3PKQ8	aru|A0A1D2VDB2	pta|A0A1E4TU13	ppa|C4R075	kcp|W6MTQ8	car|A0A1E4T614	opm|W1Q7T6	dbx|Dekbr2_64398	pme|A0A1E3NLF7	pku|A0A099NUU8	bin|A0A1E3QT36	mbi|A0A1A0HGR7	mgu|A5DMM3	dha|B5RUU2	pic|A3LS57	spa|G3AHA1	wan|A0A1E3P8T6	cut|A0A1E4S2R1	hva|A0A1B7TER5	kla|Q6CLZ8	lth|C5DIK7	zro|C5DYP6	sce|P38297	vpo|A7TTQ8;vpo|A7TTQ9
FOG15006	HOG10792							ang|A2QR31;ang|A2R539																											
FOG15007	HOG10793																														kla|Q6CMB5	lth|C5DJH6	zro|C5DY19	sce|P32380	vpo|A7THU9
FOG15008	HOG10794			sai|UPI000866DC57					lst|A0A1E3Q977	yli|Q6C9I3	arx|A0A060SXQ6	nfu|A0A1E3PIA2	aru|A0A1D2V8H9	pta|A0A1E4TYR8	ppa|ppa_AYbRAH_00003	kcp|W6MV37	car|A0A1E4T1V7		dbx|Dekbr2_48242	pme|A0A1E3NGA8	pku|A0A099NV00	bin|A0A1E3QSM7	mbi|A0A1A0HHN6	mgu|A5DMN3	dha|Q6BHP1	pic|A3LS48	spa|G3AH88	wan|A0A1E3PBB7	cut|A0A1E4RW50		kla|Q6CNX5	lth|C5DL22	zro|C5DXU8	sce|Q07527	vpo|A7TIP5
FOG15009	HOG10795																															lth|lth_AYbRAH_00344		sce|Q8TGL3	
FOG15010	HOG10796							ang|A2QK35																											
FOG15011	HOG10797							ang|A2QZY4																											
FOG15012	HOG10798																															lth|lth_AYbRAH_00697		sce|Q12448	
FOG15013	HOG10799					ncr|Q7RXQ9																													
FOG15014	HOG10800					ncr|Q7RX01	tre|G0RI62																												
FOG15015	HOG10801						tre|G0RGU6																												
FOG15016	HOG10802					ncr|Q7S8W5																													
FOG15017	HOG10803																																zro|C5DRG6	sce|P50088	
FOG15018	HOG10804					ncr|Q7S7W7																													
FOG15019	HOG10805					ncr|Q1K6S5																													
FOG15020	HOG10806					ncr|Q7S4K8																													
FOG15021	HOG10807																														kla|P05476				
FOG15022	HOG10808							ang|A2R035																											
FOG15023	HOG10809		rgm|A0A194SA51	sai|UPI000618EDAA	spo|O74820	ncr|Q7RYE6	tre|G0RTP5	ang|A2QCH4	lst|A0A1E3Q1K3	yli|Q6C2X1	arx|A0A060TFG8	nfu|A0A1E3PLM0	aru|A0A1D2VB20	pta|A0A1E4TN98	ppa|C4R4V9	kcp|W6MGR8	car|A0A1E4SWX7	opm|opm_AYbRAH_00160	dbx|Dekbr2_20298	pme|A0A1E3NFP6	pku|A0A099P8I2	bin|A0A1E3QL17	mbi|A0A1A0H7L6	mgu|A5DNT9	dha|Q6BZG6	pic|A3LN27	spa|G3AK94	wan|A0A1E3P184	cut|A0A1E4RX59	hva|A0A1B7TJ83	kla|Q6CPK6	lth|C5DBK9	zro|C5DWM9	sce|P40030	vpo|A7TNN1
FOG15024	HOG10810							ang|A2QZK7;ang|A2R5T3																											
FOG15025	HOG10811							ang|A2R2N4																											
FOG15026	HOG10812		rgm|A0A0P9EKZ4	sai|UPI0008672F39		ncr|Q1K7T6	tre|G0R8Q9	ang|A2QUH9		yli|Q6CCU9;yli|Q6CD96	arx|A0A060T235	nfu|A0A1E3PSP1																							
FOG15027	HOG10813						tre|G0REL6																												
FOG15028	HOG10814							ang|A2R1G1																											
FOG15029	HOG10816						tre|G0RSU2																												
FOG15030	HOG10817																						mbi|A0A1A0H5B7	mgu|A5DHK4	dha|Q6BIK0	pic|A3GHZ6	spa|G3ANJ8								
FOG15031	HOG10818					ncr|Q7S7C7																													
FOG15032	HOG10819					ncr|Q7SGY0																													
FOG15033	HOG10820							ang|A2QTY9																											
FOG15034	HOG10821							ang|A2R888																											
FOG15035	HOG10822			sai|UPI000866A9F2		ncr|Q1K6N2	tre|G0RGN3	ang|A5AAE3	lst|A0A1E3Q3S5																										
